Food code,Food name,Component code,Component name,Facet(s) code,Percentage,Probability,"Probability group",Source(s),Reference(s),Reference link (1),Reference link (2)
A.01.04.002.008,"Rye rolls, wholemeal, with oil seeds",A.04.04.005,Sunflower seed (Helianthus annuus),F28.A07XD,2.40,1.00,,Extrapolation,"based on 'Rye bread, light, with oil seeds'",,
A.01.04.002.008,"Rye rolls, wholemeal, with oil seeds",A.01.02.007,Millet grain,F28.A07XD,2.70,1.00,,Extrapolation,"based on 'Rye bread, light, with oil seeds'",,
A.01.04.002.008,"Rye rolls, wholemeal, with oil seeds",A.04.04.001,Linseed (Linum usitatissimum),F28.A07XD,4.00,1.00,,Extrapolation,"based on 'Rye bread, light, with oil seeds'",,
A.01.04.002.008,"Rye rolls, wholemeal, with oil seeds",A.01.04.002.003,"Rye bread, wholemeal",To be further disaggregated (d),89.90,1.00,,Extrapolation,"based on 'Rye bread, light, with oil seeds'",,
A.01.04.002.009,"Rye toast bread, light",A.01.04.002.001,"Rye bread, light",To be further disaggregated (d),100.00,1.00,,Assumption,Similar product,,
A.01.04.002.010,"Rye toast bread, wholemeal",A.01.04.002.003,"Rye bread, wholemeal",To be further disaggregated (d),100.00,1.00,,Assumption,Similar product,,
A.01.04.003.001,"Rye-wheat bread, light",A.11.04.013,Rapeseed oil,To be further disaggregated (d),1.29,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.001,"Rye-wheat bread, light",A.11.04.017,Sunflower oil,To be further disaggregated (d),1.29,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.001,"Rye-wheat bread, light",A.16.04.001,Salt,F28.A07XD,1.50,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.001,"Rye-wheat bread, light",A.16.10.001,Yeast,F28.A07XD,1.50,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.001,"Rye-wheat bread, light",A.10.01.001,White sugar,To be further disaggregated (d),2.70,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.001,"Rye-wheat bread, light",A.15.01,Tap water,F28.A07XD,22.72,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.001,"Rye-wheat bread, light",A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),32.50,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.001,"Rye-wheat bread, light",A.01.03.002.002,"Rye flour, light",To be further disaggregated (d),36.50,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Bread Rolls (ID=1775006)",http://www.gnpd.com/sinatra/recordpage/1775006/,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.11.04.013,Rapeseed oil,To be further disaggregated (d),1.29,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.11.04.017,Sunflower oil,To be further disaggregated (d),1.29,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.16.04.001,Salt,F28.A07XD,1.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.16.10.001,Yeast,F28.A07XD,1.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.10.01.001,White sugar,To be further disaggregated (d),2.70,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.15.01,Tap water,F28.A07XD,22.72,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.01.03.001.004,"Wheat flour, wholemeal",To be further disaggregated (d),32.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.002,"Rye-wheat bread, wholemeal",A.01.03.002.004,"Rye flour, wholemeal",To be further disaggregated (d),36.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with wholemeal flours",,
A.01.04.003.003,"Rye-wheat bread, with oilseeds",A.04.04.004,Sesame seed (Sesamum indicum syn. S. orientale),F28.A07XD,0.20,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.003,"Rye-wheat bread, with oilseeds",A.04.04.003,Poppy seed (Papaver somniferum),F28.A07XD,0.80,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.003,"Rye-wheat bread, with oilseeds",A.04.04.005,Sunflower seed (Helianthus annuus),F28.A07XD,2.40,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.003,"Rye-wheat bread, with oilseeds",A.01.02.007,Millet grain,F28.A07XD,2.70,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.003,"Rye-wheat bread, with oilseeds",A.04.04.001,Linseed (Linum usitatissimum),F28.A07XD,4.00,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.003,"Rye-wheat bread, with oilseeds",A.01.04.003.001,"Rye-wheat bread, light",To be further disaggregated (d),89.90,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.004,"Rye-wheat toast bread, light",A.01.04.003.001,"Rye-wheat bread, light",To be further disaggregated (d),100.00,1.00,,Assumption,Similar product,,
A.01.04.003.006,Wheat-rye bread with oilseeds,A.04.04.004,Sesame seed (Sesamum indicum syn. S. orientale),F28.A07XD,0.20,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.006,Wheat-rye bread with oilseeds,A.04.04.003,Poppy seed (Papaver somniferum),F28.A07XD,0.80,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.006,Wheat-rye bread with oilseeds,A.04.04.005,Sunflower seed (Helianthus annuus),F28.A07XD,2.40,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.006,Wheat-rye bread with oilseeds,A.01.02.007,Millet grain,F28.A07XD,2.70,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.006,Wheat-rye bread with oilseeds,A.04.04.001,Linseed (Linum usitatissimum),F28.A07XD,4.00,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.006,Wheat-rye bread with oilseeds,A.01.04.003.007,"Wheat-rye bread, light",To be further disaggregated (d),89.90,1.00,,Commercial Products,"Mintel GNPD, Multigrains Bagels (ID=5482891)",http://www.gnpd.com/sinatra/recordpage/5482891/,
A.01.04.003.007,"Wheat-rye bread, light",A.11.04.013,Rapeseed oil,To be further disaggregated (d),1.29,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.007,"Wheat-rye bread, light",A.11.04.017,Sunflower oil,To be further disaggregated (d),1.29,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.007,"Wheat-rye bread, light",A.16.04.001,Salt,F28.A07XD,1.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.007,"Wheat-rye bread, light",A.16.10.001,Yeast,F28.A07XD,1.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.007,"Wheat-rye bread, light",A.10.01.001,White sugar,To be further disaggregated (d),2.70,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.007,"Wheat-rye bread, light",A.15.01,Tap water,F28.A07XD,22.72,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.007,"Wheat-rye bread, light",A.01.03.002.002,"Rye flour, light",To be further disaggregated (d),32.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.007,"Wheat-rye bread, light",A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),36.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions of flour ingredients",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.11.04.013,Rapeseed oil,To be further disaggregated (d),1.29,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.11.04.017,Sunflower oil,To be further disaggregated (d),1.29,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.16.04.001,Salt,F28.A07XD,1.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.16.10.001,Yeast,F28.A07XD,1.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.10.01.001,White sugar,To be further disaggregated (d),2.70,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.15.01,Tap water,F28.A07XD,22.72,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.01.03.002.004,"Rye flour, wholemeal",To be further disaggregated (d),32.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.008,"Wheat-rye bread, wholemeal",A.01.03.001.004,"Wheat flour, wholemeal",To be further disaggregated (d),36.50,1.00,,Extrapolation,"based on 'Rye-wheat bread, light' with inversed proportions and wholemeal flours",,
A.01.04.003.009,"Wheat-rye toast bread, light",A.01.04.003.007,"Wheat-rye bread, light",To be further disaggregated (d),100.00,1.00,,Assumption,Similar product,,
A.01.04.004.001,Multigrain bread,A.16.04.001,Salt,F28.A07XD,2.00,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.16.10.001,Yeast,F28.A07XD,2.00,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.10.01.001,White sugar,To be further disaggregated (d),2.30,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.04.04.001,Linseed (Linum usitatissimum),F28.A07XD,2.80,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.04.04.004,Sesame seed (Sesamum indicum syn. S. orientale),F28.A07XD,3.30,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.01.03.002.003,"Rye flour, medium",To be further disaggregated (d),4.00,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.01.03.006.001,Rice flour,To be further disaggregated (d),4.00,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.11.04.010,Palm oil,To be further disaggregated (d),4.20,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.01.03.008.002,Barley flour,To be further disaggregated (d),5.50,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.15.01,Tap water,F28.A07XD,11.90,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.001,Multigrain bread,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),58.00,1.00,,Commercial Products,"Mintel GNPD, Sliced 5 Cereals Bread (ID=3031205)",http://www.gnpd.com/sinatra/recordpage/3031205/,
A.01.04.004.002,Multigrain rolls,A.01.04.004.001,Multigrain bread,To be further disaggregated (d),100.00,1.00,,Assumption,Similar product,,
A.01.04.004.003,Multigrain toast bread,A.01.04.004.001,Multigrain bread,To be further disaggregated (d),100.00,1.00,,Assumption,Similar product,,
A.01.04.005.001,"Crisp bread, rye wholemeal",A.16.04.001,Salt,F28.A07XD,1.40,1.00,,Extrapolation,"based on 'Crisp bread, rye light'",,
A.01.04.005.001,"Crisp bread, rye wholemeal",A.01.03.002.004,"Rye flour, wholemeal",To be further disaggregated (d),98.60,1.00,,Extrapolation,"based on 'Crisp bread, rye light'",,
A.01.04.005.002,"Crisp bread, rye, light",A.16.04.001,Salt,F28.A07XD,1.40,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Crisp Bread (ID=3799663)",http://www.gnpd.com/sinatra/recordpage/3799663/,
A.01.04.005.002,"Crisp bread, rye, light",A.01.03.002.002,"Rye flour, light",To be further disaggregated (d),98.60,1.00,,Commercial Products,"Mintel GNPD, Organic Rye Crisp Bread (ID=3799663)",http://www.gnpd.com/sinatra/recordpage/3799663/,
A.01.04.005.003,"Crisp bread, wheat, wholemeal",A.01.03.001.004,"Wheat flour, wholemeal",To be further disaggregated (d),100.00,1.00,,Extrapolation,"based on 'Crisp bread, wheat, light'",,
A.01.04.005.004,"Crisp bread, wheat, light",A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),100.00,1.00,,Commercial Products,"Mintel GNPD, Crisp Unleavened Bread (ID=1353982)",http://www.gnpd.com/sinatra/recordpage/1353982/,
A.01.04.005.005,"Rusk, light",A.16.10.001,Yeast,F28.A07XD,0.02,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887)",http://www.gnpd.com/sinatra/recordpage/4881887/,
A.01.04.005.005,"Rusk, light",A.16.04.001,Salt,F28.A07XD,0.98,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887)",http://www.gnpd.com/sinatra/recordpage/4881887/,
A.01.04.005.005,"Rusk, light",A.11.04.017,Sunflower oil,To be further disaggregated (d),7.00,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887)",http://www.gnpd.com/sinatra/recordpage/4881887/,
A.01.04.005.005,"Rusk, light",A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),92.00,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887)",http://www.gnpd.com/sinatra/recordpage/4881887/,
A.01.04.005.006,"Rusk, wholemeal",A.16.10.001,Yeast,F28.A07XD,0.02,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887), Whole Wheat Rusk (ID=1660918)",http://www.gnpd.com/sinatra/recordpage/4881887/,http://www.gnpd.com/sinatra/recordpage/1660918/
A.01.04.005.006,"Rusk, wholemeal",A.16.04.001,Salt,F28.A07XD,0.98,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887), Whole Wheat Rusk (ID=1660918)",http://www.gnpd.com/sinatra/recordpage/4881887/,http://www.gnpd.com/sinatra/recordpage/1660918/
A.01.04.005.006,"Rusk, wholemeal",A.11.04.017,Sunflower oil,To be further disaggregated (d),7.00,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887), Whole Wheat Rusk (ID=1660918)",http://www.gnpd.com/sinatra/recordpage/4881887/,http://www.gnpd.com/sinatra/recordpage/1660918/
A.01.04.005.006,"Rusk, wholemeal",A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),12.00,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887), Whole Wheat Rusk (ID=1660918)",http://www.gnpd.com/sinatra/recordpage/4881887/,http://www.gnpd.com/sinatra/recordpage/1660918/
A.01.04.005.006,"Rusk, wholemeal",A.01.03.001.004,"Wheat flour, wholemeal",To be further disaggregated (d),80.00,1.00,,Commercial Products,"Mintel GNPD, Unsweetened Wholegrain Rusk (ID=4881887), Whole Wheat Rusk (ID=1660918)",http://www.gnpd.com/sinatra/recordpage/4881887/,http://www.gnpd.com/sinatra/recordpage/1660918/
A.01.04.005.007,Pita bread,A.16.04.001,Salt,F28.A07XD,1.11,1.00,,Commercial Products,"Mintel GNPD, Small Wheat Arabic Pita Bread(ID=5187431)",http://www.gnpd.com/sinatra/recordpage/5187431/,
A.01.04.005.007,Pita bread,A.10.01.001,White sugar,To be further disaggregated (d),1.61,1.00,,Commercial Products,"Mintel GNPD, Small Wheat Arabic Pita Bread(ID=5187431)",http://www.gnpd.com/sinatra/recordpage/5187431/,
A.01.04.005.007,Pita bread,A.16.10.001,Yeast,F28.A07XD,2.00,1.00,,Commercial Products,"Mintel GNPD, Small Wheat Arabic Pita Bread(ID=5187431)",http://www.gnpd.com/sinatra/recordpage/5187431/,
A.01.04.005.007,Pita bread,A.15.01,Tap water,F28.A07XD,25.28,1.00,,Commercial Products,"Mintel GNPD, Small Wheat Arabic Pita Bread(ID=5187431)",http://www.gnpd.com/sinatra/recordpage/5187431/,
A.01.04.005.007,Pita bread,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),70.00,1.00,,Commercial Products,"Mintel GNPD, Small Wheat Arabic Pita Bread(ID=5187431)",http://www.gnpd.com/sinatra/recordpage/5187431/,
A.01.04.005.008,Matzo,A.15.01,Tap water,F28.A07XD,8.00,1.00,,Commercial Products,"Mintel GNPD, Organic Unleavened Matzo Bread (ID=4150075)",http://www.gnpd.com/sinatra/recordpage/4150075/,
A.01.04.005.008,Matzo,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),92.00,1.00,,Commercial Products,"Mintel GNPD, Organic Unleavened Matzo Bread (ID=4150075)",http://www.gnpd.com/sinatra/recordpage/4150075/,
A.01.04.005.009,Tortilla,A.11.04.013,Rapeseed oil,To be further disaggregated (d),7.00,1.00,,Commercial Products,"Mintel GNPD, Classic Tortilla Wraps (ID=5597963)",http://www.gnpd.com/sinatra/recordpage/5597963/,
A.01.04.005.009,Tortilla,A.15.01,Tap water,F28.A07XD,28.00,1.00,,Commercial Products,"Mintel GNPD, Classic Tortilla Wraps (ID=5597963)",http://www.gnpd.com/sinatra/recordpage/5597963/,
A.01.04.005.009,Tortilla,A.01.03.001.003,"Wheat flour, white",To be further disaggregated (d),65.00,1.00,,Commercial Products,"Mintel GNPD, Classic Tortilla Wraps (ID=5597963)",http://www.gnpd.com/sinatra/recordpage/5597963/,
A.01.04.006.001,Buckwheat bread,A.16.10.001,Yeast,F28.A07XD,1.14,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.001,Buckwheat bread,A.16.04.001,Salt,F28.A07XD,1.71,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.001,Buckwheat bread,A.11.04.017,Sunflower oil,To be further disaggregated (d),2.86,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.001,Buckwheat bread,A.15.01,Tap water,F28.A07XD,20.00,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.001,Buckwheat bread,A.01.03.003.001,Buckwheat flour,To be further disaggregated (d),74.29,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.002,Corn bread,A.16.10.001,Yeast,F28.A07XD,1.14,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.002,Corn bread,A.16.04.001,Salt,F28.A07XD,1.71,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.002,Corn bread,A.11.04.017,Sunflower oil,To be further disaggregated (d),2.86,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.002,Corn bread,A.15.01,Tap water,F28.A07XD,20.00,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.002,Corn bread,A.01.03.004.001,Corn flour,To be further disaggregated (d),74.29,1.00,,Extrapolation,"based on 'Wheat bread, white'",,
A.01.04.006.003,Extruded bread,A.16.04.001,Salt,F28.A07XD,1.00,1.00,,Commercial Products,"Mintel GNPD, Millet Crackerbread (ID=3485887)",http://www.gnpd.com/sinatra/recordpage/3485887/,
A.01.04.006.003,Extruded bread,A.01.02.007,Millet grain,F28.A07LA,20.00,1.00,,Commercial Products,"Mintel GNPD, Millet Crackerbread (ID=3485887)",http://www.gnpd.com/sinatra/recordpage/3485887/,
