no.csv,Code,Name,Category,Country_name,Country_code,Carbon_Footprint,Carbon_Dioxide,Methane_fossil,Methane_bio,Nitrous_Oxide,HFC,Land,N_input,P_input,Water,Pesticides,Biodiversity,Ammonia,Labour,Animal_Welfare,Antibiotics
496,1233,Eggplants (aubergines),Vegetables,Netherlands,NL,0.109956414,6.50E-02,1.71E-04,0,1.46E-04,NA,1.96E-02,1.33E-03,4.76E-04,2.40E-02,2.51E-04,4.99E-13,8.08E-05,1.23E-03,,
497,1254,Leeks and other alliaceous vegetables,Vegetables,Netherlands,NL,0.187410532,9.86E-02,2.21E-04,0,3.01E-04,NA,0.275124508,7.53E-03,1.51E-03,2.40E-02,0.119936571,7.02E-12,4.57E-04,3.76E-02,,
498,112,Maize (corn),"Cereals, incl feed",Netherlands,NL,0.402054636,0.171974566,3.00E-04,0,8.10E-04,NA,1.081013299,2.00E-02,5.60E-03,6.40E-02,0.943376706,2.76E-11,1.21E-03,3.08E-03,,
499,117,Oats,"Cereals, incl feed",Netherlands,NL,0.399072123,0.178622642,2.86E-04,0,7.76E-04,NA,1.9644127,1.81E-02,3.82E-03,3.60E-02,8.72E-02,5.01E-11,1.10E-03,6.11E-03,,
500,1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Netherlands,NL,0.126728652,7.92E-02,1.86E-04,0,1.54E-04,NA,0.215624124,3.45E-03,1.68E-03,6.00E-03,0.811923709,5.50E-12,2.10E-04,7.79E-03,,
501,1342.01,Pears,Fruits,Netherlands,NL,0.295327855,0.147795439,3.01E-04,0,5.08E-04,NA,0.270521197,1.13E-02,2.81E-03,0.19,0.701963397,6.90E-12,6.86E-04,1.58E-02,,
502,1705,"Peas, dry","Pulses, incl feed",Netherlands,NL,0.165937622,0.105139682,1.47E-04,0,2.07E-04,NA,1.998281478,1.26E-02,1.69E-03,1.90E-02,1.010758892,5.10E-11,0,5.63E-03,,
503,116,Rye,"Cereals, incl feed",Netherlands,NL,0.381671587,0.183935991,2.68E-04,0,6.95E-04,NA,2.851618864,1.59E-02,1.17E-03,0,0,7.27E-11,9.68E-04,9.35E-03,,
504,1234,"Tomatoes, average",Vegetables,Netherlands,NL,1.672695613,1.604489943,5.66E-03,0,2.60E-04,NA,2.01E-02,2.70E-03,7.46E-04,7.00E-03,0.129441538,6.26E-13,1.64E-04,4.90E-03,,
505,111,"Wheat, average","Cereals, incl feed",Netherlands,NL,0.456262767,0.183777563,3.15E-04,0,9.64E-04,NA,1.145205141,2.35E-02,2.15E-03,1.50E-02,0.258981285,2.92E-11,1.43E-03,3.65E-03,,
506,1352,Kiwi fruit,Fruits,New Zealand,NZ,0.157623707,0.103373952,2.24E-04,0,1.74E-04,NA,0.251699602,2.01E-03,3.35E-03,0.106,0.719728627,5.11E-10,1.22E-04,3.22E-03,,
507,1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,New Zealand,NZ,0.133737102,8.70E-02,2.28E-04,0,1.46E-04,NA,0.219872518,3.14E-03,9.60E-04,0.118,4.71E-02,4.46E-10,1.91E-04,1.89E-03,,
508,1211,Asparagus,Vegetables,Peru,PE,0.355628428,0.209170905,4.50E-04,0,4.87E-04,NA,0.86947449,1.21E-02,2.42E-03,0.197,4.71E-02,9.47E-10,7.34E-04,0.450144333,,
509,1311,Avocados,Vegetables,Peru,PE,0.93849662,0.803228025,4.35E-04,0,4.48E-04,NA,0.780211344,1.06E-02,6.01E-03,0.197,1.100759639,8.50E-10,6.45E-04,0.183178019,,
510,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Peru,PE,3.103129621,2.933840909,4.19E-04,0,5.74E-04,NA,0.590097921,1.53E-02,0,0.451,0.566123905,6.43E-10,9.33E-04,0.266429211,,
511,1610,"Coffee, green",Stimulants,Peru,PE,14.79755119,13.61552184,1.64E-03,0,4.15E-03,NA,12.18590822,0.148503519,2.85E-02,0,3.926775458,1.33E-08,9.03E-03,2.861007531,,
512,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Roots,Peru,PE,0.221217563,0.175793591,3.57E-04,0,1.27E-04,NA,1.516497982,2.94E-03,1.19E-03,0.119,0.162962963,1.65E-09,1.79E-04,0.102172535,,
513,1316,"Mangoes, guavas and mangosteens",Fruits,Peru,PE,0.739889657,0.600677544,5.31E-04,0,4.52E-04,NA,0.719481398,1.07E-02,3.08E-03,0.475,0.199636497,7.84E-10,6.49E-04,0.168919843,,
514,1194,Quinoa,Seeds,Peru,PE,11.33158706,10.80225325,8.59E-04,0,1.85E-03,NA,7.122405664,6.27E-02,2.14E-02,0.258,3.924957949,7.76E-09,3.81E-03,7.29E-02,,
515,1324,"Tangerines, mandarins, clementines",Fruits,Peru,PE,0.655002121,0.517717919,4.80E-04,0,4.50E-04,NA,0.349875444,1.07E-02,3.08E-03,0.353,0.199636497,3.81E-10,6.49E-04,5.48E-02,,
516,1460,"Coconut, in shell",Nuts,Philippines,PH,0.389025362,0.285222933,2.63E-04,0,3.52E-04,NA,2.500575132,5.00E-03,3.75E-03,0,0.650149534,1.88E-08,3.04E-04,0.58708503,,
517,1341,Apples,Fruits,Poland,PL,0.218979159,0.151802114,2.51E-04,0,2.19E-04,NA,0.471112778,2.17E-03,3.17E-04,2.00E-03,0.452268267,2.13E-11,1.32E-04,7.23E-02,,
518,1343,Apricots,Fruits,Poland,PL,0.631086458,0.522727536,4.55E-04,0,3.47E-04,NA,3.370407819,6.78E-03,9.92E-04,6.10E-02,0.509881885,1.53E-10,4.12E-04,0.580967307,,
519,1211,Asparagus,Vegetables,Poland,PL,0.315990157,0.176989784,3.19E-04,0,4.74E-04,NA,1.160529016,1.21E-02,2.42E-03,3.00E-03,0.101211401,5.25E-11,7.34E-04,0.21158765,,
520,115,"Barley, average","Cereals, incl feed",Poland,PL,0.43606076,0.208441227,3.19E-04,0,7.99E-04,NA,2.644872914,2.05E-02,3.05E-03,1.00E-03,0.225914126,1.20E-10,1.25E-03,2.19E-02,,
521,1701,"Beans, dry",Pulses,Poland,PL,0.425025369,0.206671492,2.96E-04,0,7.67E-04,NA,3.606072626,2.57E-02,5.56E-03,0,1.052256313,1.63E-10,1.01E-03,2.56E-02,,
522,1355.01,Blueberries,Berries,Poland,PL,0.595474187,0.337871712,4.07E-04,0,8.99E-04,NA,2.449983585,2.84E-02,3.55E-03,6.10E-02,0.162833222,1.11E-10,1.73E-03,1.311397814,,
523,1702,"Broad beans and horse beans, dry","Pulses, incl feed",Poland,PL,0.254316657,0.149774687,1.82E-04,0,3.63E-04,NA,3.927143631,1.04E-02,2.02E-03,0,1.052256313,1.78E-10,6.14E-05,2.79E-02,,
524,1243,"Broad beans and horse beans, green",Vegetables,Poland,PL,0.205691042,0.146952416,2.42E-04,0,1.89E-04,NA,1.508359327,4.63E-03,2.02E-03,0,0.430556902,6.83E-11,6.14E-05,1.07E-02,,
525,1192,Buckwheat,Seeds,Poland,PL,0.254165633,0.202948368,2.08E-04,0,1.65E-04,NA,6.897978892,0,0,3.80E-02,0,3.12E-10,0,4.16E-02,,
526,1212,Cabbages,Vegetables,Poland,PL,0.212754502,0.118909964,2.59E-04,0,3.16E-04,NA,0.240151853,5.97E-03,4.77E-04,3.00E-03,1.25E-02,1.09E-11,3.63E-04,2.04E-02,,
527,1251,Carrots and turnips,Vegetables,Poland,PL,0.131333029,0.102694994,2.25E-04,0,8.03E-05,NA,0.286469091,1.33E-03,4.76E-04,3.00E-03,3.36E-02,1.30E-11,8.08E-05,1.34E-02,,
528,1213,"Cauliflowers and broccoli, average",Vegetables,Poland,PL,0.335503071,0.167325693,3.38E-04,0,5.79E-04,NA,0.479927972,1.62E-02,1.85E-03,3.00E-03,1.79E-02,2.17E-11,9.82E-04,6.21E-02,,
529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,1344.02,Cherries,Berries,Poland,PL,0.560385183,0.303488796,3.92E-04,0,8.98E-04,NA,2.021116627,2.84E-02,3.55E-03,6.10E-02,0.344780631,9.15E-11,1.73E-03,0.561728944,,
531,1232,"Cucumbers and gherkins, averrage",Vegetables,Poland,PL,63.54667755,59.36268887,0.128014527,0,1.35E-03,NA,0.237532964,3.18E-03,1.54E-03,3.00E-03,4.53E-02,1.31E-11,1.94E-04,3.78E-02,,
532,1351.01,Currants,Berries,Poland,PL,0.415043159,0.304850559,2.77E-04,0,3.73E-04,NA,3.022481215,8.00E-03,5.00E-03,6.10E-02,0.939877197,1.37E-10,4.86E-04,1.18017615,,
533,1233,Eggplants (aubergines),Vegetables,Poland,PL,0.20456323,0.143581875,2.43E-04,0,1.97E-04,NA,1.379310345,1.33E-03,4.76E-04,3.00E-03,1.38E-03,6.24E-11,8.08E-05,0.219310345,,
534,1351.02,Gooseberries,Berries,Poland,PL,0.596951435,0.339319234,4.08E-04,0,8.99E-04,NA,2.468038896,2.84E-02,3.55E-03,6.10E-02,0.162890567,1.12E-10,1.73E-03,1.321062244,,
535,1330,Grapes,Fruits,Poland,PL,0.46297001,0.384348367,3.68E-04,0,2.48E-04,NA,2.351875915,3.06E-03,2.12E-03,4.10E-02,2.151663794,1.06E-10,1.86E-04,0.404837809,,
536,1290.01,Green corn (maize),Vegetables,Poland,PL,0.371439652,0.180876041,3.68E-04,0,6.58E-04,NA,0.872562279,2.00E-02,5.60E-03,1.20E-02,7.55E-02,3.95E-11,1.21E-03,6.26E-03,,
537,1252,Green garlic,Vegetables,Poland,PL,0.582030065,0.273639268,5.19E-04,0,1.07E-03,NA,0.884339454,3.97E-02,1.21E-02,3.00E-03,0.163476317,4.00E-11,2.42E-03,8.06E-02,,
538,1374,"Hazelnuts, in shell",Nuts,Poland,PL,3.585029512,1.822997099,2.22E-03,0,6.21E-03,NA,6.84162995,0.229376258,0,1.00E-03,0.561814192,3.10E-10,1.39E-02,0.145042555,,
539,1254,Leeks and other alliaceous vegetables,Vegetables,Poland,PL,0.207978919,0.134113252,2.74E-04,0,2.41E-04,NA,0.485321924,7.53E-03,1.51E-03,3.00E-03,0.119936571,2.20E-11,4.57E-04,0.167193403,,
540,1214,Lettuce and chicory,Vegetables,Poland,PL,0.229772017,0.13112502,2.68E-04,0,3.32E-04,NA,0.501207911,6.60E-03,1.33E-03,3.00E-03,1.732186989,2.27E-11,4.01E-04,6.38E-02,,
541,1441,Linseed,Seeds,Poland,PL,0.25741842,0.2061357,2.09E-04,0,1.65E-04,NA,7.080347787,0,0,3.80E-02,0.686784599,3.20E-10,0,5.82E-02,,
542,1709.02,Lupins,Pulses,Poland,PL,0.308811635,0.200862552,2.07E-04,0,3.73E-04,NA,6.872663294,1.78E-02,2.67E-03,1.00E-03,1.285188036,3.11E-10,8.13E-05,5.54E-02,,
543,112,Maize (corn),"Cereals, incl feed",Poland,PL,0.374695682,0.185694727,3.08E-04,0,6.59E-04,NA,1.517427657,2.00E-02,5.60E-03,1.20E-02,0.131344332,6.87E-11,1.21E-03,1.09E-02,,
544,118,Millet,Cereals,Poland,PL,0.78370556,0.368432791,5.48E-04,0,1.46E-03,NA,5.503577325,4.84E-02,1.65E-02,0,0.407264722,2.49E-10,2.94E-03,3.32E-02,,
545,1199.02,Mixed grain,Cereals,Poland,PL,0.514575163,0.253203131,3.88E-04,0,9.15E-04,NA,3.306965793,2.91E-02,9.92E-03,1.00E-03,0.254636366,1.50E-10,1.77E-03,2.66E-02,,
546,117,Oats,"Cereals, incl feed",Poland,PL,0.40634964,0.214762546,3.08E-04,0,6.68E-04,NA,3.556744299,1.81E-02,3.82E-03,1.00E-03,0.141247063,1.61E-10,1.10E-03,2.79E-02,,
547,1253.02,"Onions and shallots, dry (excluding dehydrated)",Vegetables,Poland,PL,0.156215445,0.114277159,2.41E-04,0,1.27E-04,NA,0.402535977,3.14E-03,9.60E-04,6.00E-03,7.28E-02,1.82E-11,1.91E-04,3.67E-02,,
548,1241.9,"Other beans, green",Vegetables,Poland,PL,0.207146108,0.103529914,2.22E-04,0,3.55E-04,NA,0.850742358,2.82E-03,1.56E-03,0,0.467057554,3.85E-11,4.76E-05,6.04E-03,,
549,1359.9,"Other fruits, n.e.c.",Fruits,Poland,PL,0.591236613,0.396428867,4.69E-04,0,6.62E-04,NA,1.921931156,1.92E-02,9.70E-03,6.10E-02,6.883924661,8.70E-11,1.16E-03,0.294933789,,
550,1449.9,"Other oil seeds, n.e.c.",Oil crops,Poland,PL,1.241221594,0.569218904,8.68E-04,0,2.37E-03,NA,7.406310176,8.52E-02,9.27E-03,0.111,0.660777385,3.35E-10,5.18E-03,6.08E-02,,
551,1709.9,Other pulses n.e.c.,Pulses,Poland,PL,0.276187059,0.168894473,1.93E-04,0,3.72E-04,NA,4.97988128,1.33E-02,2.67E-03,1.00E-03,0.931237799,2.25E-10,8.13E-05,4.01E-02,,
552,1290.9,"Other vegetables, fresh n.e.c.",Vegetables,Poland,PL,0.294855108,0.153710317,3.11E-04,0,4.83E-04,NA,0.499221713,1.25E-02,2.83E-03,3.00E-03,0.274072721,2.26E-11,7.57E-04,6.35E-02,,
553,1345,Peaches and nectarines,Fruits,Poland,PL,0.46805043,0.39516167,3.72E-04,0,2.26E-04,NA,2.45655581,2.21E-03,8.35E-03,6.10E-02,4.019579382,1.11E-10,1.34E-04,0.423443895,,
554,1342.01,Pears,Fruits,Poland,PL,0.294508356,0.219266054,2.99E-04,0,2.43E-04,NA,0.9672134,3.04E-03,4.14E-04,6.10E-02,0.416830886,4.38E-11,1.85E-04,0.142885468,,
555,1705,"Peas, dry","Pulses, incl feed",Poland,PL,0.260798785,0.161692227,1.82E-04,0,3.43E-04,NA,4.864191766,3.06E-02,1.69E-03,0,1.010856294,2.20E-10,0,3.46E-02,,
556,1242,"Peas, green",Vegetables,Poland,PL,0.218802384,0.118912734,2.24E-04,0,3.41E-04,NA,1.912543223,1.20E-02,1.24E-03,0,0.528593969,8.66E-11,0,1.54E-02,,
557,1346,Plums and sloes,Fruits,Poland,PL,0.401096007,0.297365131,3.55E-04,0,3.41E-04,NA,1.496405634,6.78E-03,9.92E-04,6.10E-02,0.246472497,6.77E-11,4.12E-04,0.257939928,,
558,1510,Potatoes,Roots,Poland,PL,0.151397424,0.111056032,2.38E-04,0,1.22E-04,NA,0.359190758,2.94E-03,1.19E-03,1.00E-03,5.61E-02,1.63E-11,1.79E-04,2.05E-02,,
559,1235,"Pumpkins, squash and gourds",Vegetables,Poland,PL,0.15575245,9.96E-02,2.21E-04,0,1.82E-04,NA,0.260495222,7.82E-04,0,3.00E-03,0.106890628,1.18E-11,4.75E-05,2.04E-02,,
560,1443,"Rape or colza seed, average",Oil crops,Poland,PL,0.745135066,0.351792286,5.32E-04,0,1.38E-03,NA,3.533369138,4.72E-02,9.27E-03,1.00E-03,0.660579467,1.60E-10,2.87E-03,2.90E-02,,
561,1353.01,Raspberries,Berries,Poland,PL,0.579616351,0.322332979,4.01E-04,0,8.99E-04,NA,2.256164971,2.84E-02,3.55E-03,6.10E-02,0.198887379,1.02E-10,1.73E-03,2.054436748,,
562,116,Rye,"Cereals, incl feed",Poland,PL,0.37734821,0.203162446,2.90E-04,0,6.06E-04,NA,3.377351481,1.59E-02,1.17E-03,0,6.73E-02,1.53E-10,9.68E-04,2.79E-02,,
563,1344.01,Sour cherries,Fruits,Poland,PL,0.668883537,0.413702479,5.24E-04,0,8.77E-04,NA,1.797138955,2.75E-02,3.57E-03,6.10E-02,0.887280885,8.13E-11,1.67E-03,0.49947883,,
564,141,Soya beans,Pulses,Poland,PL,0.278571225,0.170152417,2.04E-04,0,3.75E-04,NA,4.812226906,0.121268118,1.06E-02,0.05,0.337758228,2.18E-10,8.78E-05,3.54E-02,,
565,1215,Spinach,Vegetables,Poland,PL,0.321814499,0.178299171,3.23E-04,0,4.90E-04,NA,1.131007417,1.27E-02,2.54E-03,3.00E-03,3.32E-04,5.12E-11,7.72E-04,1.37E-02,,
566,1354,Strawberries,Fruits,Poland,PL,0.382341905,0.297599833,3.40E-04,0,2.73E-04,NA,2.374958438,4.14E-03,1.76E-03,6.10E-02,0.336256105,1.07E-10,2.52E-04,0.991668646,,
567,1801,Sugar beet,Sugar crops,Poland,PL,0.128779363,9.84E-02,2.24E-04,0,8.66E-05,NA,0.162858492,1.58E-03,3.60E-04,1.00E-03,3.52E-02,7.37E-12,9.58E-05,2.52E-03,,
568,1445,Sunflower seed,Oil crops,Poland,PL,0.995183798,0.461332574,6.98E-04,0,1.88E-03,NA,5.103290602,6.63E-02,4.08E-02,3.80E-02,0.603464294,2.31E-10,4.03E-03,3.83E-02,,
569,1234,"Tomatoes, average",Vegetables,Poland,PL,31.8120646,29.68964408,6.40E-02,0,7.84E-04,NA,0.118610399,2.70E-03,7.46E-04,5.00E-03,2.64E-02,6.54E-12,1.64E-04,7.29E-02,,
570,1191,Triticale,Cereals,Poland,PL,0.392542089,0.201719652,3.10E-04,0,6.65E-04,NA,2.629558339,1.94E-02,7.52E-03,1.00E-03,0.144126908,1.19E-10,1.18E-03,2.18E-02,,
571,1929.02,"True hemp, raw or retted",Other,Poland,PL,0.24184587,0.102634498,2.01E-04,0,4.88E-04,NA,1.43944541,1.27E-02,4.32E-03,1.00E-03,0.110837297,6.51E-11,7.70E-04,1.16E-02,,
572,1709.01,Vetches,Other,Poland,PL,1.228022817,1.104694277,5.78E-04,0,3.89E-04,NA,63.57279085,1.01E-03,2.02E-03,1.00E-03,11.88811189,2.88E-09,6.14E-05,0.512142403,,
573,1376,"Walnuts, in shell",Nuts,Poland,PL,3.248476206,1.493216177,2.07E-03,0,6.20E-03,NA,4.099335088,0.229376258,0,1.00E-03,2.598105548,1.86E-10,1.39E-02,0.121668265,,
574,1221,Watermelons,Fruits,Poland,PL,0.251470916,0.170089806,2.83E-04,0,2.67E-04,NA,0.526315789,4.03E-03,1.46E-03,6.10E-02,0.637362609,2.90E-11,2.45E-04,5.58E-02,,
575,111,"Wheat, average","Cereals, incl feed",Poland,PL,0.43778024,0.211154286,3.37E-04,0,7.93E-04,NA,2.138817833,2.35E-02,2.15E-03,1.00E-03,0.247829734,9.68E-11,1.43E-03,1.72E-02,,
576,1355.01,Blueberries,Berries,Romania,RO,0.668962068,0.410186416,4.29E-04,0,9.01E-04,NA,3.395032389,2.84E-02,3.55E-03,1.50E-02,0.225643987,3.87E-10,1.73E-03,2.400145307,,
577,114,Sorghum,Cereals,Romania,RO,0.408425726,0.194214521,2.91E-04,0,7.53E-04,NA,2.395209581,2.11E-02,7.19E-03,0,0.177245509,2.73E-10,1.28E-03,1.91E-02,,
578,1445,Sunflower seed,Oil crops,Romania,RO,0.778980769,0.368256977,5.53E-04,0,1.44E-03,NA,3.809088485,4.95E-02,3.05E-02,0.114,0.382151535,4.34E-10,3.01E-03,3.77E-02,,
579,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Russia,RU,2.652573801,1.383158514,1.89E-03,0,4.44E-03,NA,13.16898441,0.159344711,2.77E-02,0.531,0,1.95E-10,9.69E-03,5.94579646,,
580,1192,Buckwheat,Seeds,Russia,RU,1.391375803,0.67271668,1.19E-03,0,2.50E-03,NA,9.890414211,8.70E-02,2.97E-02,0.178,0,1.46E-10,5.29E-03,0.10124817,,
581,1704,"Lentils, dry",Pulses,Russia,RU,0.439255667,0.333132406,3.92E-04,0,3.46E-04,NA,10.23604316,0,0,0.104,1.467391304,1.52E-10,0,0.135310254,,
582,1441,Linseed,Seeds,Russia,RU,0.389833333,0.33022753,4.21E-04,0,1.72E-04,NA,11.59743001,0,0,0.244,1.187810731,1.72E-10,0,0.19973094,,
583,118,Millet,Cereals,Russia,RU,1.176763665,0.569022878,1.02E-03,0,2.11E-03,NA,8.054512944,7.09E-02,2.42E-02,0.157,0.180013623,1.19E-10,4.31E-03,8.25E-02,,
584,1705,"Peas, dry","Pulses, incl feed",Russia,RU,0.29814563,0.193625552,3.20E-04,0,3.48E-04,NA,4.748292989,2.99E-02,1.69E-03,5.60E-02,0.166575777,7.03E-11,0,6.28E-02,,
585,1445,Sunflower seed,Oil crops,Russia,RU,1.256472328,0.590667247,1.06E-03,0,2.32E-03,NA,6.181463029,8.04E-02,4.95E-02,1.10E-02,0.603464294,9.16E-11,4.89E-03,0.114758861,,
586,1344.01,Sour cherries,Fruits,Serbia,CS,0.708512644,0.540782569,4.85E-04,0,5.61E-04,NA,1.493585052,2.75E-02,3.57E-03,2.10E-02,0.887344672,1.29E-10,1.67E-03,0.393573104,,
587,1801,Sugar beet,Sugar crops,Serbia,CS,0.287152485,0.266253619,2.12E-04,0,5.34E-05,NA,0.196010942,1.58E-03,3.60E-04,2.00E-03,3.52E-02,1.70E-11,9.58E-05,2.87E-03,,
588,1443,"Rape or colza seed, average",Oil crops,Slovakia,SK,1.350871096,0.458521502,7.79E-04,0,3.18E-03,NA,1.68802582,8.52E-02,9.27E-03,4.00E-03,0.660616814,2.74E-10,5.18E-03,6.74E-03,,
589,1311,Avocados,Vegetables,South Africa,ZA,0.649447123,0.477746518,4.91E-04,0,5.75E-04,NA,1.926440785,2.62E-02,1.48E-02,0.166,1.100759639,3.97E-09,1.59E-03,0.452289768,,
590,1330,Grapes,Fruits,South Africa,ZA,0.397561666,0.3588955,2.56E-04,0,1.14E-04,NA,0.581251388,7.56E-04,5.23E-04,0.157,4.27317175,1.20E-09,4.59E-05,0.142056677,,
591,1342.01,Pears,Fruits,South Africa,ZA,0.402680439,0.350497786,3.31E-04,0,1.55E-04,NA,0.272048142,3.04E-03,4.14E-04,0.439,0.701963397,5.61E-10,1.85E-04,5.71E-02,,
592,1346,Plums and sloes,Fruits,South Africa,ZA,0.556048109,0.482089297,4.14E-04,0,2.26E-04,NA,1.185525211,6.78E-03,9.92E-04,0.439,1.010564847,2.44E-09,4.12E-04,0.290141884,,
593,1321,Pomelos and grapefruits,Fruits,South Africa,ZA,0.380156615,0.332639495,2.55E-04,0,1.46E-04,NA,0.323447694,2.60E-03,1.10E-03,0.139,0.154678927,6.66E-10,1.58E-04,6.43E-02,,
594,1324,"Tangerines, mandarins, clementines",Fruits,South Africa,ZA,0.459591506,0.369685854,3.35E-04,0,2.93E-04,NA,0.339812885,1.07E-02,3.08E-03,0.162,0.199636497,7.00E-10,6.49E-04,5.32E-02,,
595,1371,"Almonds, in shell",Nuts,Spain,ES,4.711343142,3.486788556,3.14E-03,0,4.14E-03,NA,20.12072435,0.229376258,0,1.081,7.559427865,3.93E-08,1.39E-02,0.245392354,,
596,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Vegetables,Spain,ES,2.330478045,1.439344717,2.31E-03,0,3.01E-03,NA,13.98014819,0.169159793,2.94E-02,2.91,0,2.73E-08,1.03E-02,0.209702223,,
597,1341,Apples,Fruits,Spain,ES,0.165119542,0.125310818,2.30E-04,0,1.21E-04,NA,0.509199711,2.17E-03,3.17E-04,0.164,0.338611946,9.94E-10,1.32E-04,7.37E-03,,
598,1343,Apricots,Fruits,Spain,ES,0.323618354,0.258003248,3.40E-04,0,2.03E-04,NA,1.391281119,6.78E-03,9.92E-04,0.281,1.213132999,2.72E-09,4.12E-04,2.26E-02,,
599,1216,Artichokes,Vegetables,Spain,ES,0.11544043,8.12E-02,1.87E-04,0,1.05E-04,NA,0.718445514,1.33E-03,4.76E-04,7.70E-02,0.546258355,1.40E-09,8.08E-05,2.33E-02,,
600,1211,Asparagus,Vegetables,Spain,ES,0.266059479,0.177845226,2.91E-04,0,2.91E-04,NA,2.190359788,1.21E-02,2.42E-03,7.70E-02,4.71E-02,4.28E-09,7.34E-04,3.77E-02,,
601,1311,Avocados,Vegetables,Spain,ES,0.302304432,0.178222569,3.33E-04,0,4.18E-04,NA,1.433367065,1.95E-02,1.10E-02,7.70E-02,1.100759639,2.80E-09,1.19E-03,2.08E-02,,
602,1312,Bananas,Fruits,Spain,ES,0.115269795,8.24E-02,1.93E-04,0,9.93E-05,NA,0.223169253,9.82E-04,0,0.112,7.92E-02,4.36E-10,5.97E-05,3.48E-03,,
603,115,"Barley, average","Cereals, incl feed",Spain,ES,0.354570546,0.206593021,3.20E-04,0,5.07E-04,NA,2.997494095,2.05E-02,3.05E-03,7.70E-02,0.158872902,5.85E-09,1.25E-03,2.34E-03,,
604,1701,"Beans, dry",Pulses,Spain,ES,0.37205818,0.236742465,3.41E-04,0,4.58E-04,NA,5.240266206,2.98E-02,5.56E-03,0.211,1.052455134,1.02E-08,1.01E-03,3.51E-03,,
605,1355.01,Blueberries,Berries,Spain,ES,0.375047026,0.208678475,3.54E-04,0,5.71E-04,NA,0.823549565,2.84E-02,3.55E-03,7.70E-02,5.47E-02,1.61E-09,1.73E-03,4.16E-02,,
606,1702,"Broad beans and horse beans, dry","Pulses, incl feed",Spain,ES,0.27485639,0.215675121,2.42E-04,0,1.90E-04,NA,7.729289369,1.96E-02,2.02E-03,0.211,1.052455134,1.51E-08,6.14E-05,5.18E-03,,
607,1243,"Broad beans and horse beans, green",Vegetables,Spain,ES,0.140500904,0.106357719,2.25E-04,0,1.00E-04,NA,1.155556377,3.78E-03,2.02E-03,0.211,0.430587291,2.26E-09,6.14E-05,7.74E-04,,
608,1212,Cabbages,Vegetables,Spain,ES,0.142892518,8.61E-02,2.15E-04,0,1.85E-04,NA,0.370360494,5.97E-03,4.77E-04,7.70E-02,0.141846598,7.23E-10,3.63E-04,2.96E-03,,
609,1229,Cantaloupes and other melons,Fruits,Spain,ES,0.165444035,0.116008532,2.62E-04,0,1.52E-04,NA,0.298792341,4.03E-03,1.46E-03,0.281,0.534839249,5.83E-10,2.45E-04,2.99E-03,,
610,1251,Carrots and turnips,Vegetables,Spain,ES,7.88E-02,6.07E-02,1.78E-04,0,4.69E-05,NA,0.171141855,1.33E-03,4.76E-04,7.70E-02,0.619652841,3.34E-10,8.08E-05,7.53E-04,,
611,1213,"Cauliflowers and broccoli, average",Vegetables,Spain,ES,0.239701768,0.132673442,2.94E-04,0,3.60E-04,NA,0.560694633,1.62E-02,1.85E-03,7.70E-02,0.103728623,1.09E-09,9.82E-04,6.84E-03,,
612,1199.9,Cereals n.e.c.,Cereals,Spain,ES,0.49764179,0.311229692,5.86E-04,0,6.19E-04,NA,3.519862585,3.10E-02,1.06E-02,0.814,0.271031327,6.87E-09,1.88E-03,2.67E-03,,
613,1344.02,Cherries,Berries,Spain,ES,0.516584428,0.347367752,4.15E-04,0,5.75E-04,NA,2.553456614,2.84E-02,3.55E-03,7.70E-02,0.876716664,4.99E-09,1.73E-03,6.70E-02,,
614,1373,"Chestnuts, in shell",Nuts,Spain,ES,2.543865211,1.3610189,2.24E-03,0,4.09E-03,NA,2.443876379,0.229376258,0,1.081,2.091343739,4.77E-09,1.39E-02,6.84E-03,,
615,1703,"Chick peas, dry",Pulses,Spain,ES,0.285295132,0.231141275,2.29E-04,0,1.73E-04,NA,9.178522258,5.78E-02,1.69E-03,0.143,1.541284404,1.79E-08,0,6.15E-03,,
616,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), raw",Spices,Spain,ES,0.138724069,9.24E-02,1.73E-04,0,1.51E-04,NA,0.153637302,3.99E-03,0,7.70E-02,0.566123905,3.00E-10,2.43E-04,2.30E-03,,
617,1232,"Cucumbers and gherkins, averrage",Vegetables,Spain,ES,0.120659194,7.70E-02,2.12E-04,0,1.37E-04,NA,0.106513197,3.18E-03,1.54E-03,7.70E-02,1.82E-03,2.42E-10,1.94E-04,1.60E-03,,
618,1351.01,Currants,Berries,Spain,ES,0.339658333,0.270628341,2.65E-04,0,2.24E-04,NA,2.580645161,8.00E-03,1.10E-02,7.70E-02,0.314453125,5.04E-09,4.86E-04,9.51E-02,,
