"Food code","Food name","Component code","Component name","Facet(s) code","Facet(s) Description","Percentage","Probability","Reverse Yield Factor","Allocation Factor"
"A.01.04.007.003","Bread stuffing","A.01.04.007.001","Breadcrumbs","To be further disaggregated (d)",,50.25,1,1,1
"A.01.04.007.003","Bread stuffing","A.02.02.002","Onions, bulb (Allium cepa)","F28.A07GR","PROCESS=Frying",10.05,1,1.61,1
"A.01.04.007.003","Bread stuffing","A.16.02.028","Pepper, black and white (Piper nigrum)","F28.A07KG$F28.A07LA","PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",4.02,1,1,1
"A.01.04.007.003","Bread stuffing","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",17.59,1,1,1
"A.01.04.007.003","Bread stuffing","A.16.04.008","Stock cubes (bouillon cube)","To be further disaggregated (d)",,12.06,1,1,1
"A.01.04.007.003","Bread stuffing","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",6.03,1,1,1
"A.01.05.001","Glass noodle","A.04.02.009","Mung bean (Phaseolus aureus)","F28.A07LA","PROCESS=Grinding / milling / crushing",100,1,1.32,1
"A.01.05.002","Noodle, rice","A.01.03.006.001","Rice flour","To be further disaggregated (d)",,100,1,1,1
"A.01.05.003","Noodle, wheat flour, with eggs","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",1,1,1,1
"A.01.05.003","Noodle, wheat flour, with eggs","A.11.04.017","Sunflower oil","To be further disaggregated (d)",,7,1,1,1
"A.01.05.003","Noodle, wheat flour, with eggs","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,78,1,1,1
"A.01.05.003","Noodle, wheat flour, with eggs","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",14,1,1,1
"A.01.05.004","Noodle, wheat flour, without eggs","A.01.03.001.012","Wheat semolina, Durum","To be further disaggregated (d)",,100,1,1,1
"A.01.05.005","Pasta, wheat flour, with eggs","A.01.03.001.012","Wheat semolina, Durum","To be further disaggregated (d)",,80,1,1,1
"A.01.05.005","Pasta, wheat flour, with eggs","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",20,1,1,1
"A.01.05.006","Pasta, wheat flour, without eggs","A.01.03.001.012","Wheat semolina, Durum","To be further disaggregated (d)",,100,1,1,1
"A.01.05.007","Pasta, wheat flour, filled","A.06.01.001","Beef meat (Bos spp.)","F28.A07XD","PROCESS=Unspecified",27.2,0.19,1,1
"A.01.05.007","Pasta, wheat flour, filled","A.01.04.007.001","Breadcrumbs","To be further disaggregated (d)",,12.8,1,1,1
"A.01.05.007","Pasta, wheat flour, filled","A.01.05.005","Pasta, wheat flour, with eggs","To be further disaggregated (d)",,60,1,1,1
"A.01.05.007","Pasta, wheat flour, filled","A.06.01.003","Pork / piglet meat (Sus scrofa)","F28.A07XD","PROCESS=Unspecified",27.2,0.81,1,1
"A.01.05.008","Pasta, mixed cereal flour","A.01.03.008.002","Barley flour","To be further disaggregated (d)",,33.33,1,1,1
"A.01.05.008","Pasta, mixed cereal flour","A.01.03.002.003","Rye flour, medium","To be further disaggregated (d)",,33.33,1,1,1
"A.01.05.008","Pasta, mixed cereal flour","A.01.03.001.012","Wheat semolina, Durum","To be further disaggregated (d)",,33.33,1,1,1
"A.01.05.009","Pasta, rye flour","A.01.03.002.003","Rye flour, medium","To be further disaggregated (d)",,100,1,1,1
"A.01.05.012","Pasta, spelt wholemeal","A.01.03.007.003","Spelt flour, wholemeal","To be further disaggregated (d)",,100,1,1,1
"A.01.05.013","Pasta, wheat wholemeal, without eggs","A.01.03.001.004","Wheat flour, wholemeal","To be further disaggregated (d)",,100,1,1,1
"A.01.05.014","Pasta, wheat wholemeal, with eggs","A.01.03.001.004","Wheat flour, wholemeal","To be further disaggregated (d)",,81,1,1,1
"A.01.05.014","Pasta, wheat wholemeal, with eggs","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",19,1,1,1
"A.01.05.015","Pasta, gluten free","I.01.03.008.008","Gluten-free flour","To be further disaggregated (d)",,100,1,1,1
"A.01.06.001.001","Barley flakes","A.01.02.002.001","Barley grain, whole","F28.A07LG","PROCESS=Flaking",100,1,1.39,0.91
"A.01.06.001.002","Corn flakes","A.01.02.003","Corn grain","F28.A07LG","PROCESS=Flaking",100,1,2.6,0.91
"A.01.06.001.003","Corn flakes and nuts","A.04.03.001","Almond, sweet (Prunus amygalus dulcis)","F28.A07XD","PROCESS=Unspecified",3.6,1,1,1
"A.01.06.001.003","Corn flakes and nuts","A.04.03.003","Brazil nuts (Bertholletia excelsa)","F28.A07XD","PROCESS=Unspecified",1.6,1,1,1
"A.01.06.001.003","Corn flakes and nuts","A.01.06.001.002","Corn flakes","To be further disaggregated (d)",,73.1,1,1,1
"A.01.06.001.003","Corn flakes and nuts","A.04.03.007","Hazelnuts (Corylus avellana)","F28.A07XD","PROCESS=Unspecified",3.6,1,1,1
"A.01.06.001.003","Corn flakes and nuts","A.04.03.009","Pecans (Carya illinoensis)","F28.A07XD","PROCESS=Unspecified",1.6,1,1,1
"A.01.06.001.003","Corn flakes and nuts","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.4,1,1,1
"A.01.06.001.003","Corn flakes and nuts","A.04.03.012","Walnuts (Juglans regia)","F28.A07XD","PROCESS=Unspecified",1.6,1,1,1
"A.01.06.001.003","Corn flakes and nuts","A.10.01.001","White sugar","To be further disaggregated (d)",,14.5,1,1,1
"A.01.06.001.004","Corn flakes with honey and nuts","A.01.06.001.002","Corn flakes","To be further disaggregated (d)",,60,1,1,1
"A.01.06.001.004","Corn flakes with honey and nuts","A.10.07","Honey","F28.A07XD","PROCESS=Unspecified",1.5,1,1,1
"A.01.06.001.004","Corn flakes with honey and nuts","A.04.02.021","Peanut (Arachis hypogea)","F28.A07XD","PROCESS=Unspecified",7,1,1,1
"A.01.06.001.004","Corn flakes with honey and nuts","A.10.01.001","White sugar","To be further disaggregated (d)",,31.5,1,1,1
"A.01.06.001.005","Corn flakes with honey and sugar","A.01.06.001.002","Corn flakes","To be further disaggregated (d)",,73,1,1,1
"A.01.06.001.005","Corn flakes with honey and sugar","A.10.07","Honey","F28.A07XD","PROCESS=Unspecified",3,1,1,1
"A.01.06.001.005","Corn flakes with honey and sugar","A.10.01.001","White sugar","To be further disaggregated (d)",,24,1,1,1
"A.01.06.001.006","Corn flakes with sugar","A.10.06.003","Barley malt syrup","To be further disaggregated (d)",,0.5,1,1,1
"A.01.06.001.006","Corn flakes with sugar","A.01.06.001.002","Corn flakes","To be further disaggregated (d)",,62,1,1,1
"A.01.06.001.006","Corn flakes with sugar","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.8,1,1,1
"A.01.06.001.006","Corn flakes with sugar","A.10.01.001","White sugar","To be further disaggregated (d)",,36.7,1,1,1
"A.01.06.001.007","Millet flakes","A.01.02.007","Millet grain","F28.A07LG","PROCESS=Flaking",100,1,2.6,0.91
"A.01.06.001.008","Mixed cereal flakes","A.01.03.008.002","Barley flour","To be further disaggregated (d)",,8.5,1,1,1
"A.01.06.001.008","Mixed cereal flakes","A.01.06.001.016","Rice flakes","To be further disaggregated (d)",,46,1,1,1
